ObjectId,ResponseID,EndDate,Finished,Rate_your_satisfaction_with_thi,Satisfaction_Level,Program,Answered_Question__1_yes__0_no_,Percent_,Fiscal_Year,FY
1322,R_tDKKzFrzbcf3BFT,2017/06/14 14:48:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1323,R_6Va43PGzov6LUJ3,2017/06/14 07:36:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1324,R_b14BWDPvDtlAsO5,2018/06/26 16:01:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1325,R_DdjZdOtFPJgW9P3,2017/06/15 13:05:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1326,R_tDv1fopRkk2yOTD,2016/08/31 11:42:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1327,R_6xmU0iFnRUnFvwJ,2017/06/16 15:07:00,1,2,Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1328,R_3s7a9wbRPbDw0AT,2018/05/30 22:12:00,1,5,Very Dissatisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1329,R_3PN64tT0hc5UP46,2017/06/13 12:30:59,1,1,Very Satisfied,Adaptive Adult,1,,2017/06/30 00:00:00,FY 2017
1330,R_TeieESfS1Cg5Lu9,2018/06/26 14:00:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1331,R_6YvUGI4ellBrUTn,2018/06/26 10:34:00,1,2,Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1332,R_b14rhAaFFMURCKd,2018/06/27 06:01:00,1,3,Neutral,Education Program,1,,2018/06/30 00:00:00,FY 2018
1333,R_dgJV8gItfgaCTEl,2017/06/13 15:01:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1334,R_3PpCug2RjFtXKDO,2017/06/13 11:57:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1335,R_3sCRGTGhSqU5Lah,2017/06/14 17:10:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1336,R_tG7AV2gA3DjG2at,2017/06/15 17:54:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1337,R_780wDJlWnv3MgTL,2017/06/13 11:42:59,1,2,Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1338,R_b7vS3GJsgmo2P3r,2016/09/05 14:05:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1339,R_DH0m0EmrGOTPAxH,2017/06/14 07:41:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1340,R_3pr0HJEZNs8mcDt,2017/06/13 12:17:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1341,R_3sctgq8tnuejthq,2017/06/13 11:16:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1342,R_The8GfoT6cKoFgJ,2017/06/15 12:32:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1343,R_7QYOKvKvmDZWMXD,2017/06/13 11:45:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1344,R_b9FdbIHTiBGBK7v,2018/06/26 11:42:59,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1345,R_DHlQ3llhT32bQsh,2017/06/15 20:07:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1346,R_3PRFBa48T7b6ZUS,2017/06/13 22:53:00,1,3,Neutral,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1347,R_3PSjsr12sGZgcxd,2017/06/15 12:14:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1348,R_3PTS9ygUorkpfGC,2016/08/30 17:45:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1349,R_3PUe1dNkzlaXf3Y,2017/06/21 19:05:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1350,R_3PvJKZcgXUbDuyK,2018/06/26 10:24:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1351,R_3PyR8LTQvxFJWmC,2018/06/26 08:19:00,1,1,Very Satisfied,Adult Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1352,R_3Pz3Rc8KguIAnLW,2016/08/30 17:58:59,1,29,Poor,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1353,R_3Q0hEsmevqxWeBI,2017/06/13 15:03:00,1,2,Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1354,R_3q8xcubAuIR9HAx,2017/06/13 19:38:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1355,R_3QDzxGh4POK9OSl,2018/06/28 14:10:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1356,R_3QEKpmUMvvUOoci,2018/06/26 08:16:00,1,3,Neutral,Education Program,1,,2018/06/30 00:00:00,FY 2018
1357,R_3qgjyQrcE5cKEbM,2017/06/13 18:03:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1358,R_3qgpjQ9ihyK24H1,2017/06/13 11:26:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1359,R_3qjm6heNFflw6XA,2017/06/13 12:04:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1360,R_3qkcMVthvuk6RwU,2017/06/13 11:52:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1361,R_3qKU6qw9vnc8lba,2017/06/13 13:04:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1362,R_3ql386fXwuTRqVG,2017/06/15 01:05:00,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1363,R_3qposFrYD712wbN,2017/06/13 17:42:59,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1364,R_3qqDR8T9n3J6RAL,2017/06/13 12:11:59,1,1,Very Satisfied,Maniakz Program,1,,2017/06/30 00:00:00,FY 2017
1365,R_3qr0mgAtgqbTeXK,2018/06/26 09:24:59,1,2,Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1366,R_3qsNFFB9fgS5U0k,2017/06/13 11:23:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1367,R_3QSNS7MPOwbjiJ5,2017/06/16 15:30:59,1,4,Dissatisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1368,R_3qUm1jL3dUIYhlE,2016/08/31 09:42:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1369,R_3qvV0YnVpbdXdoV,2017/06/13 14:48:00,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1370,R_3qwK2RSAfCA1Gon,2017/06/16 23:03:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1371,R_3qwKlwMVeDV2Gdf,2018/06/29 14:57:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1372,R_3qwYfKj9Jl8CWxT,2017/06/13 14:29:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1373,R_3qWZvM1sLz68Afl,2017/06/13 15:52:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1374,R_3qxrFTM4oK5tT0h,2017/06/13 17:23:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1375,R_3r2m5RCJVKGr4Id,2017/06/17 13:37:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1376,R_3R7OZ7MUyWeeNLz,2017/06/13 11:41:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1377,R_3RaPSOHIPY3JJma,2017/06/13 11:45:59,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1378,R_3rG58GGt808oJSq,2018/06/26 15:30:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1379,R_3rGnSRPLahqZSqA,2017/06/23 20:05:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1380,R_3RkADQi4gejJke3,2016/09/05 15:04:59,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1381,R_3RmZkXuklSpusUr,2017/06/13 11:32:59,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1382,R_3Rn2jvO53ONbuAx,2018/06/26 08:29:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1383,R_3rOpV8uR5b47Wsa,2017/06/14 03:43:59,1,2,Satisfied,Adult Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1384,R_3RpCAdkTZSbMSvc,2018/06/26 17:51:59,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1385,R_3rS5W3jKbzYbevA,2017/06/13 13:22:59,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1386,R_3rTAXFKiDCTEleO,2017/06/19 20:55:59,1,5,Very Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1387,R_3rVv4XtHO13K2Ok,2017/06/14 08:23:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1388,R_DhMmIgRqJrk4qkx,2018/06/26 14:32:59,1,5,Very Dissatisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
1389,R_7VZcYxCTA3TgZyx,2018/06/26 16:28:59,1,1,Very Satisfied,Adaptive Adult,1,,2018/06/30 00:00:00,FY 2018
1390,R_DHVfJljtoaR5EpX,2017/06/15 02:35:00,1,3,Neutral,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1391,R_TtqH9yimQlKnQJj,2017/06/14 08:19:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1392,R_DIFV70e5V0bXBK1,2017/06/13 17:29:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1393,R_b9hZH0lMWuCKABH,2018/06/26 15:29:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1394,R_3sdGzkpK90ZuUmV,2017/06/14 09:56:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1395,R_DJmN8rwlAckgOUV,2017/06/13 17:09:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1396,R_82L77J6beY7tZdL,2017/06/13 14:22:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1397,R_bC2CDcduYcJDoo9,2017/06/13 12:03:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1398,R_3sgnsvmdP9GZqLB,2017/06/13 13:09:59,1,4,Dissatisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1399,R_dmwluXj55E3yrFD,2018/05/30 18:03:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1400,R_TtskQLrxpwIW6iJ,2017/06/13 14:35:00,1,4,Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1401,R_3shb0sdcX8NhEYd,2017/06/13 21:01:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1402,R_88vajsXWZVLm6wp,2017/06/14 08:09:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1403,R_dnEoJH1jBIZ8fWV,2017/06/13 11:35:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1404,R_Tttvd5H1x68Trtn,2017/06/13 18:33:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1405,R_BDK9gbMwZ1RF08V,2017/06/13 12:21:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1406,R_3shqsDP3ItPaFIm,2018/06/26 14:02:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1407,R_8ccUyFQTASIXo5z,2018/06/26 08:55:59,1,1,Very Satisfied,Martial Arts,1,,2018/06/30 00:00:00,FY 2018
1408,R_Do5ynnteGDweFep,2017/06/13 20:51:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1409,R_tVDh33Zxew5JEMF,2017/06/14 10:57:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1410,R_be0tPuEpZIz01od,2017/06/17 11:45:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1411,R_3sowl57nqnmCI6G,2017/06/13 11:13:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1412,R_8dYGqAZwKFsFKrT,2017/06/13 22:28:00,1,4,Dissatisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1413,R_DTt0CPuIIsUhK8N,2017/06/15 21:07:00,1,4,Dissatisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1414,R_tVugj78U2RbIoAp,2018/06/27 08:58:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1415,R_BFFn5Xsw8oEpldv,2017/06/13 14:21:00,1,5,Very Dissatisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1416,R_3ssLk6j6Exi9dhg,2018/06/26 18:04:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1417,R_8en68x4SuePUgVz,2018/06/26 08:02:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1418,R_8eOUzjJlrZPWhFv,2017/06/14 22:28:59,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1419,R_8f7PbjeYhQSLrOx,2017/06/13 12:53:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1420,R_8FV9uN3FBOcFKvv,2017/06/19 18:24:00,1,2,Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1421,R_8Hrwovco6FxFDPP,2017/06/13 18:10:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1422,R_8hThrMdkMNX9NlL,2017/06/16 15:10:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1423,R_8IhPFjmx16iO7HX,2017/06/13 17:10:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1424,R_8IYhpvpddEHpYfn,2017/06/14 07:46:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1425,R_8ug6B0YXQFKMGRz,2018/06/01 14:06:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1426,R_8vw82VYfzwWdm2l,2018/06/26 10:18:59,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1427,R_8w5btnPP8JoVcmR,2017/06/13 17:26:00,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
1428,R_9Ewy5zsNYQ8mhKp,2016/08/30 17:35:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1429,R_9LfZz2HRgiIdshH,2017/06/13 17:35:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1430,R_9prREyWey0Yu7st,2017/06/13 19:28:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1431,R_9QYujh9IUkvTvl7,2017/06/13 18:56:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1432,R_9QyY7Dl5ZkCR4SR,2016/08/30 16:59:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1433,R_9QZu0OJwdAMrCZr,2018/06/26 08:07:59,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1434,R_9t4QOYNMUDS0aQx,2018/06/26 09:16:00,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1435,R_9ujoEPBQnB0z1Kx,2017/06/14 17:00:59,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1436,R_9vOqt5kI8kzino5,2016/09/01 09:55:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1437,R_9yHi9t6mWQxacdX,2017/06/13 12:08:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1438,R_A1KDoCBrEcnvySZ,2017/07/04 00:29:00,1,2,Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1439,R_A1yKkjShWpQvUSR,2017/06/14 06:46:00,1,4,Dissatisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1440,R_a3N5BOsgxZ3HGSt,2017/06/13 11:32:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1441,R_a3r8r72XJ5gIObv,2016/08/30 19:54:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1442,R_A6uFG0viN0PYfeN,2018/06/30 16:30:00,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1443,R_A7mVnaPTZ0FV733,2018/06/26 13:02:00,1,1,Very Satisfied,Gymnastics,1,,2018/06/30 00:00:00,FY 2018
1444,R_aarwyjL5QLbdNM5,2017/06/16 08:06:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1445,R_aboHtk3ss8GOHzH,2018/06/27 06:48:00,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1446,R_ABt5tY0m2wJiEVz,2017/06/13 11:47:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1447,R_AFJxnvDFKtIJSjD,2017/06/13 11:29:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1448,R_AgjuJVvXgucl4TD,2018/06/26 11:48:00,1,2,Satisfied,Dance Class,1,,2018/06/30 00:00:00,FY 2018
1449,R_ah254kcFTzIMMTv,2017/06/13 18:30:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1450,R_ahr4NBwYntkNMAB,2016/09/22 12:35:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1451,R_AnUMZA3JR3D5FFn,2017/06/13 15:19:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1452,R_AorihFH54EKJ7hv,2017/06/15 20:45:00,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1453,R_bHktMtKUp1Z1Oj7,2017/06/13 11:45:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1454,R_3sspLkMizYNt7Jj,2017/06/13 21:11:59,1,2,Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
1455,R_u24ndqsOTETLx8B,2017/06/13 11:22:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1456,R_bIMYEhS6CLtoU7f,2017/06/13 12:33:59,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1457,R_3ssujrU2d4VNPrt,2017/06/13 11:29:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1458,R_u3rjgVg0Gzibyg1,2017/06/13 14:31:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1459,R_DtV45i1WyJlDiWl,2018/06/26 11:35:00,1,3,Neutral,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1460,R_bIPTbUVwZ8bmJdT,2017/06/13 11:35:59,1,2,Satisfied,Adult Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1461,R_3syL3YO6Sn0rX0Y,2017/06/13 11:19:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1462,R_u55OikxAwBSHXRD,2017/06/13 18:36:59,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1463,R_DTXyZDYBEUYiO7D,2017/06/13 11:52:59,1,1,Very Satisfied,Youth Sports Leagues,1,,2017/06/30 00:00:00,FY 2017
1464,R_DvEpoLXGntxIn0B,2017/06/13 15:52:00,1,2,Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1465,R_DwQnQd5P8Ad9iet,2017/06/15 07:28:59,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1466,R_e2tJcmEOUOF8dNL,2017/06/13 13:17:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1467,R_e3C6h0xS0wnF1h7,2017/06/13 11:29:59,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1468,R_e3ysquDzX6D3cSR,2017/06/22 14:02:00,1,1,Very Satisfied,Martial Arts,1,,2017/06/30 00:00:00,FY 2017
1469,R_e4ggdDZPVHo13PT,2016/08/30 20:39:00,1,1,Very Satisfied,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1470,R_e5awQlJhPUwi6Hv,2017/06/13 14:51:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1471,R_e5vUHEHDyUDgaWZ,2018/05/30 12:00:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1472,R_e8vO5uN6rSRCWKB,2017/06/13 11:44:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1473,R_eEgqNxRFM7wTHvX,2017/06/13 17:13:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1474,R_ehOBemSKUdKntXb,2017/06/13 11:58:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1475,R_eKlm4HAZLmEf0s1,2016/08/30 17:39:59,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1476,R_eMdPEUT3rzMYEIp,2018/06/26 22:24:00,1,2,Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1477,R_en6Yhv5dmrlyRvH,2018/06/26 11:32:59,1,2,Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1478,R_enVFi7hSORP5mp3,2017/06/14 12:46:59,1,1,Very Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1479,R_eo03zhFG5XNoCeB,2017/06/14 09:59:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1480,R_eOJwc5Yy8TzGEjn,2017/06/19 22:01:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1481,R_eRuvkeVbMTyfnfb,2017/06/13 11:29:00,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1482,R_esuFmWNFWw3MPjX,2017/06/13 11:44:00,1,1,Very Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1483,R_etaRONsGv2SQ8Fj,2018/06/26 20:19:00,1,1,Very Satisfied,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1484,R_ewFWBwK4pMgBhVD,2017/06/14 04:18:00,1,2,Satisfied,Dance Class,1,,2017/06/30 00:00:00,FY 2017
1485,R_eXROWzABP8bFLAR,2017/06/13 15:58:00,1,2,Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1486,R_ezWAnLNvYrQxUtj,2017/06/13 12:43:00,1,3,Neutral,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1487,R_NXVKFCdhNyNudz3,2017/06/13 11:35:59,1,1,Very Satisfied,Music Program,1,,2017/06/30 00:00:00,FY 2017
1488,R_O9m8RE9WPlSMVih,2017/06/13 13:22:59,1,4,Dissatisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1489,R_O9WsXNKb39ILiDL,2017/06/13 14:34:00,1,1,Very Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1490,R_OCm53EulPrTBLLr,2018/05/30 21:48:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
1491,R_OdiuE4law5pFmKJ,2017/06/13 12:16:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1492,R_OfdrCTzAkc8pQqd,2018/06/27 08:52:59,1,1,Very Satisfied,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1493,R_OjsQxfNaeaIw9tD,2017/06/13 11:52:59,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1494,R_OkYo1NCuApue6g9,2017/06/13 11:35:59,1,1,Very Satisfied,Gymnastics,1,,2017/06/30 00:00:00,FY 2017
1495,R_OlFWOQ4lNsLqxa1,2017/06/16 22:44:59,1,4,Dissatisfied,Adaptive Youth,1,,2017/06/30 00:00:00,FY 2017
1496,R_OpOzv7sCBEzjKfv,2017/06/14 15:16:00,1,2,Satisfied,Education Program,1,,2017/06/30 00:00:00,FY 2017
1497,R_bIZ7XmlyojnjLS9,2017/06/14 06:46:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1498,R_bJIjXnTYZQhwqpb,2017/06/13 15:37:59,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1499,R_bK4y8OhyktIwEzD,2018/06/26 12:53:59,1,3,Neutral,Senior Programming,1,,2018/06/30 00:00:00,FY 2018
1500,R_BMbklhIAWZZg609,2017/06/13 15:37:59,1,2,Satisfied,Fitness Class,1,,2017/06/30 00:00:00,FY 2017
1501,R_bmvKNrmu98zsZjP,2017/06/17 19:17:00,1,1,Very Satisfied,Senior Programming,1,,2017/06/30 00:00:00,FY 2017
1502,R_bmzvlPSAXJ7O4OB,2017/06/15 18:01:00,1,1,Very Satisfied,Sports Instruction Classes,1,,2017/06/30 00:00:00,FY 2017
1503,R_BPtMkCO9YG4ypqN,2016/09/02 17:16:00,1,27,Good,Summer Camp,1,,2017/06/30 00:00:00,FY 2017
1504,R_brsrmeoX49JwhAR,2018/06/27 05:48:59,1,1,Very Satisfied,Education Program,1,,2018/06/30 00:00:00,FY 2018
1505,R_BrWh8hD6uNqB0TD,2017/06/29 12:51:00,1,2,Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1506,R_Bs2Ap3Z6TyOHKSZ,2017/06/13 21:16:00,1,1,Very Satisfied,Aquatics Programs,1,,2017/06/30 00:00:00,FY 2017
1507,R_u81G6m8qsJTtJbr,2018/06/26 08:15:00,1,3,Neutral,Aquatics Programs,1,,2018/06/30 00:00:00,FY 2018
1508,R_BSdLS7Q0gYwsItb,2018/05/30 12:00:00,1,1,Very Satisfied,Youth Sports Leagues,1,,2018/06/30 00:00:00,FY 2018
