Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Audience,Attendance
Recreation,,06/15/2018 08:30:00 PM,Staten Island,Park,CPL. Thompson Park,Movies Under the Stars: The Black Panther,Community Based Event,Mobile Unit,Movies,General Public,125
Recreation,Councilman Cabrera,06/18/2018 08:30:00 PM,Bronx,Park,St. James Park,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,136
Recreation,,06/16/2018 08:30:00 PM,Queens,Playground,Electric Playground,MUTS - Moana,Community Based Event,Mobile Unit,Movies,General Public,138
Recreation,Council Member Rory Lancman,06/17/2018 01:00:00 PM,Queens,Playground,Mauro,Family Day at Mauro Playground,Community Based Event,Family Festival,Play,General Public,387
Recreation,,06/14/2018 08:00:00 PM,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars: The Shape of Water,Community Based Event,Mobile Unit,Movies,General Public,220
Recreation,,06/16/2018 08:00:00 PM,Manhattan,Playground,Little Flower Playground,Movies Under the Stars: The Greatest Showman,Community Based Event,Mobile Unit,Movies,General Public,275
Recreation,"Harlem Renaissance Orchestra, Harlem Swing Dance Society",06/16/2018 05:00:00 PM,Manhattan,Park,Marcus Garvey Park,Tonight We dance: Jazz & Swing,Community Based Event,Performance,Dance,General Public,445
Recreation,MOCA Cinema,06/15/2018 08:00:00 PM,Manhattan,Park,Columbus Park,Movies Under the Stars: MOCA: The Lego Ninjago Movie,Community Based Event,Mobile Unit,Movies,General Public,227
Recreation,Councilman Torres,06/16/2018 08:30:00 PM,Bronx,Playground,Parkside Playground,Movies Under The Stars: Despicable Me 3,Community Based Event,Mobile Unit,Movies,General Public,26
Recreation,,06/16/2018 11:00:00 AM,Bronx,Park,Crotona Park,2018 Family Engagement Workshop,Community Based Event,Mobile Unit,Play,Children,100
Recreation,,06/15/2018 11:00:00 AM,Bronx,Other,South Bronx Charter School,2018 Annual Picnic,Community Based Event,Mobile Unit,Play,Children,400
Recreation,,06/11/2018 10:00:00 AM,Bronx,Park,Poe Park,Youth Arts Festival,Community Based Event,Mobile Unit,Play,Children;#General Public,150
Recreation,,06/06/2018 11:00:00 AM,Bronx,Other,P.S 195,Degrees of Fitness and Fun,Community Based Event,Mobile Unit,Play,Children,200
Recreation,,06/02/2018 11:00:00 AM,Bronx,Park,Mullaly Park,Outdoors for Autism 2,Community Based Event,Mobile Unit,Play,Children;#Adaptive,80
Recreation,,05/29/2018 11:00:00 AM,Bronx,Park,Mullaly Park,CB 4 Youth Day,Community Based Event,Mobile Unit,Play,Children,100
Recreation,Kimberly.Donovan/ Rocio.Chavira,06/16/2018 11:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Serve and Spike Volleyball Tournament,Tournament/Competition,Sport,Tier 2,Young Adult;#Adults,43
Recreation,,06/15/2018 08:30:00 PM,Bronx,Park,Pelham Bay Park,Movies Under The Stars: Wonder Woman,Community Based Event,Mobile Unit,Movies,General Public,58
Recreation,,06/14/2018 08:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Movie Under The Stars: Pride Series: Stonewall,Community Based Event,Arts/Culture,Movies,Adults;#Teens;#Adaptive;#Seniors;#General Public;#Young Adult,47
Recreation,Council member Richards,06/15/2018 12:00:00 AM,Queens,Park,Cordozo,Skate Night at Cordozo Park,Community Based Event,Family Festival,Play,General Public,201
Recreation,World Ice Arena,03/16/2018 07:00:00 PM,Queens,Other,World Ice Arena ( FMCP ),Parks Evening of Ice Skating at World Ice Arena,Agency Produced Event,Family Festival,Play,General Public,142
Recreation,Department of Education,04/21/2018 12:00:00 AM,Queens,Other,Long Island City YMCA,DOE CED Distirct 30 Healthy Kids Day,Community Based Event,Sport,Fitness,Children;#Teens,350
Recreation,Council Member Donovan Mitchell,05/05/2018 12:00:00 PM,Queens,Park,Springfield Park,Spring Scavenger & Egg Hunt,Community Based Event,Family Festival,Play,General Public,250
Recreation,Council Member Rory Lancman,05/20/2018 01:00:00 PM,Queens,Park,Rufus King Park,Family Day @ Rufus King Park,Community Based Event,Family Festival,Play,General Public,450
Recreation,Council member Rory Lancman,06/03/2018 12:00:00 AM,Queens,Playground,Utopia Playground,Family Day at Utopia Playground,Community Based Event,Family Festival,Play,General Public,450
Recreation,Council Member Rory Lancman,06/02/2018 01:00:00 PM,Queens,Playground,Playground Seventy Five,Family Day @ Playground 75,Community Based Event,Family Festival,Play,General Public,175
Recreation,Council Member Rory Lancman,06/10/2018 01:00:00 PM,Queens,Playground,Hoover Manton Playground,Family Day @ Hoover Manton,Community Based Event,Family Festival,Play,General Public,348
Recreation,Council Member Rory Lancman,06/09/2018 01:00:00 PM,Queens,Playground,Turtle Playground,Familiy Day,Community Based Event,Family Festival,Play,General Public,129
Recreation,Council Member Adrienne Adams,06/09/2018 12:00:00 PM,Queens,Playground,"Phil ""Scooter"" Rizzuto Park",Summer Festival,Community Based Event,Family Festival,Play,General Public,240
Recreation,,06/09/2018 11:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Street Hockey Floor Festival,Tournament/Competition,Sport,Tier 1,Children,38
Recreation,,06/09/2018 09:00:00 AM,Queens,Park,Roy Wilkins,NYC Parks Pickleball Tournament,Tournament/Competition,Sport,Tier 3,Young Adult;#Adults;#Seniors,56
Recreation,,06/14/2018 08:30:00 PM,Queens,Playground,Hallets Cove Playground,MUTS - Zootopia,Community Based Event,Mobile Unit,Movies,General Public,112
Recreation,,05/19/2018 08:00:00 PM,Queens,Park,Addabbo Park ( Tudor Field ),MUTS - Zootopia,Community Based Event,Mobile Unit,Movies,General Public,94
Recreation,,05/25/2018 08:00:00 PM,Queens,Playground,Frank D. O'Connor Playground,MUTS - COCO,Community Based Event,Mobile Unit,Movies,General Public,236
Recreation,,05/26/2018 08:00:00 PM,Queens,Playground,Gorman,MUTS - Finding Dory,Community Based Event,Mobile Unit,Movies,General Public,169
Recreation,,06/08/2018 08:00:00 PM,Queens,Playground,The Painter's Playground,MUTS - Captain Underpants: The FIrst Epic,Community Based Event,Mobile Unit,Movies,General Public,148
Recreation,,06/01/2018 08:00:00 PM,Queens,Other,Rory Staunton Field,MUTS - Paddington,Community Based Event,Mobile Unit,Movies,General Public,112
Recreation,,06/06/2018 08:00:00 PM,Queens,Park,Yellowstone Park,MUTS - 101 Dalmations(1961 Version ),Community Based Event,Mobile Unit,Movies,General Public,74
Recreation,,06/08/2018 08:30:00 PM,Queens,Playground,Paul Raimonda Playground,MUTS - Ferdinand,Community Based Event,Mobile Unit,Movies,General Public,101
Recreation,,06/09/2018 08:30:00 PM,Queens,Park,Brookville Park,MUTS - Black Panther,Community Based Event,Mobile Unit,Movies,General Public,191
Recreation,,06/14/2018 08:30:00 PM,Bronx,Playground,Lozada Playground,Movies Under The Stars: Transformers The last Knight,Community Based Event,Mobile Unit,Movies,General Public,137
Recreation,Council Member Kallos,06/13/2018 08:00:00 PM,Manhattan,Park,St. Catherine's Park,Movies Under the Stars: Despicable Me 3,Community Based Event,Mobile Unit,Movies,General Public,200
Recreation,,06/13/2018 08:30:00 PM,Bronx,Playground,Slattery Playground,Movies Under The Stars: The Emoji Movie,Community Based Event,Mobile Unit,Movies,General Public,17
Recreation,,06/12/2018 08:00:00 PM,Manhattan,Playground,Samuel N. Bennerson 2nd Playground,Movies Under the Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,300
Recreation,Jazz Foundation of America,06/09/2018 06:00:00 PM,Manhattan,Park,J. Hood Wright Park,"Arts, Culture & Fun: Ray Mantilla in Concert",Community Based Event,Performance,Music,General Public,220
Recreation,MOCA Cinema,06/08/2018 08:00:00 PM,Manhattan,Park,Columbus Park,Movies Under the Stars: MULAN,Community Based Event,Mobile Unit,Movies,General Public,600
Recreation,Councilman Kallos,06/09/2018 12:00:00 AM,Manhattan,Park,John Jay Park,Movies Under the Stars: Wonder Woman,Community Based Event,Mobile Unit,Movies,General Public,350
Recreation,Historic Harlem Parks,06/08/2018 03:00:00 PM,Manhattan,Park,St. Nicholas Park,Skate Night,Community Based Event,Fitness,Fitness,General Public,100
Recreation,Councilman Johnson,06/07/2018 08:00:00 PM,Manhattan,Playground,Corporal John A. Seravalli Playground,"Movies Under the Stars: Three Billboards Outside Ebbing, Missouri",Community Based Event,Mobile Unit,Movies,General Public,250
Recreation,Councilman Johnson,06/06/2018 12:00:00 AM,Manhattan,Park,De Witt Clinton Park,Movies Under the Stars: Boss Baby,Community Based Event,Mobile Unit,Movies,General Public,95
Recreation,Council Member Kallos,06/09/2018 12:00:00 AM,Manhattan,Park,John Jay Park,Family Fun Day,Community Based Event,Family Festival,Play,Children;#General Public,800
Recreation,,06/08/2018 12:00:00 AM,Staten Island,Playground,Allen F Kivlehan Playground,Movies Under the Stars: Moana,Community Based Event,Mobile Unit,Movies,General Public,95
Recreation,,06/08/2018 12:00:00 AM,Staten Island,Park,Clove Lakes Park,Movies Under the Stars: Fences,Community Based Event,Mobile Unit,Movies,General Public,115
Recreation,,06/09/2018 12:00:00 AM,Staten Island,Park,LaTourette Park & Golf Course,Movies Under the Stars: Field of Dreams,Community Based Event,Mobile Unit,Movies,General Public,15
Recreation,,05/26/2018 12:00:00 PM,Bronx,Other,Lafayette Ave & Edgewater Road,The amazing Bronx river flotilla,Community Based Event,Mobile Unit,Play,Children;#Young Adult;#Adults;#General Public,25
Recreation,,05/22/2018 12:00:00 PM,Bronx,Park,Van Cortlandt Park,Play Mobile at VC,Community Based Event,Mobile Unit,Play,General Public;#Children,100
Recreation,,05/20/2018 11:00:00 AM,Bronx,Other,Castle hill YMCA,YMCA- Hispanic Grand Council Event,Community Based Event,Mobile Unit,Play,Children;#Young Adult;#General Public,30
Recreation,,06/09/2018 08:30:00 PM,Bronx,Park,St. Mary's Park,Movies Under The Star's: Thor Ragnorok,Community Based Event,Mobile Unit,Movies,General Public,122
Recreation,,06/11/2018 11:00:00 AM,Bronx,Park,Poe Park,Youth Arts Festival,Community Based Event,Mobile Unit,Play,Children;#General Public,150
Recreation,,06/08/2018 08:30:00 PM,Bronx,Park,Ferry Point Park,Movies Under The Stars: Guardians of The Galaxy Vol. 2,Community Based Event,Mobile Unit,Movies,General Public,16
Recreation,,06/07/2018 12:00:00 AM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Movie Under the Stars: Moonlight,Community Based Event,Arts/Culture,Movies,Adults;#Young Adult;#Seniors;#General Public;#Adaptive;#Teens,93
Recreation,Coundil Member Bill Perkis,06/02/2018 12:00:00 PM,Manhattan,Park,Martin Luther King Jr. Park,Family Fun Day,Community Based Event,Family Festival,Play,General Public;#Children,500
Recreation,Council Member Perkins,06/05/2018 08:30:00 PM,Manhattan,Park,St. Nicholas Park,Movies Under the Stars: Lady Bird,Community Based Event,Mobile Unit,Movies,General Public,127
Recreation,,06/02/2018 08:30:00 PM,Bronx,Park,Van Cortlandt Park/ Memorial Grove,Movies Under The Stars: Justice League,Community Based Event,Mobile Unit,Movies,General Public,38
Recreation,Council Mamber Kallos,06/02/2018 08:30:00 PM,Manhattan,Playground,Samuel Seabury Playground,Movies Under the Stars: Deep,Community Based Event,Mobile Unit,Movies,General Public,107
Recreation,"Imagine Nation, Historic Harlem Parks",06/01/2018 06:00:00 PM,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars & Wakanda Fashion Show: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,1400
Recreation,,05/22/2018 12:00:00 PM,Bronx,Park,Van Cortlandt Park,Play at Van Courtland,Community Based Event,Mobile Unit,Play,Children,70
Recreation,,05/12/2018 09:00:00 AM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Borough President Event,Community Based Event,Mobile Unit,Play,Children;#Young Adult;#Adults,30
Recreation,,06/01/2018 08:30:00 PM,Bronx,Playground,Burns Playground,Movies Under The Stars: The Nut Job 2,Community Based Event,Mobile Unit,Movies,General Public,35
Recreation,Friends Of The Parks,05/26/2018 08:00:00 PM,Bronx,Park,Franz Sigel Park,Movies Under The Stars: Jumanji: Welcome to the Jungle,Community Based Event,Mobile Unit,Movies,General Public,96
Recreation,,05/25/2018 08:15:00 PM,Bronx,Park,Williamsbridge Oval,Movies Under The Stars: Toy Story,Community Based Event,Mobile Unit,Movies,General Public,226
Recreation,,05/12/2018 08:00:00 PM,Bronx,Park,Van Cortlandt Park,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,05/19/2018 08:00:00 PM,Bronx,Playground,Claremont Park,Movies Under The Stars: Up,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,05/18/2018 08:00:00 PM,Bronx,Park,St. James Park,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,29
Recreation,,06/01/2018 09:00:00 AM,Staten Island,Park,Westerleigh Park,PS 30 Carnival,Community Based Event,Mobile Unit,Play,Young Adult;#Tot;#Children,150
Recreation,,06/01/2018 08:30:00 PM,Staten Island,Park,Willowbrook Park,Movies Under the Stars: Thor Ragnarok,Community Based Event,Mobile Unit,Movies,General Public,50
Recreation,Harlem Historic Parks,05/25/2018 08:30:00 PM,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars: Lilies of the Field,Community Based Event,Mobile Unit,Movies,General Public,40
Recreation,,05/24/2018 08:30:00 PM,Manhattan,Park,Sara D. Roosevelt Park,Movies Under the Stars: The House,Community Based Event,Mobile Unit,Movies,General Public,50
Recreation,,10/10/2018 10:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Japanese Culture Program,Local Event,Arts/Culture,,Seniors;#Children;#Young Adult,27
Recreation,,05/30/2018 12:00:00 AM,Manhattan,Park,Seward Park,Movies Under the stars: Ghost in the Shell,Community Based Event,Mobile Unit,Movies,General Public,80
Recreation,NYPD 10th Precinct Community Affairs,06/14/2018 04:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Cops VS Kids Basketball,Local Event,Sport,Tier 1,Children,55
Recreation,,09/14/2018 04:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Chelsea Rec Back to School Bonanza,Community Based Event,Sport,Tier 3,Children,0
Recreation,,05/19/2018 02:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,King of the Court Volleyball Tournament,Tournament/Competition,Sport,Tier 2,Young Adult;#Teens,45
Recreation,NY Empire Saber Guild,06/09/2018 12:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Force Family Fun Day 2018,Community Based Event,Family Festival,Play,Children;#Tot;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public,
Recreation,,05/26/2018 08:30:00 PM,Manhattan,Playground,Sol Bloom Playground,Movies Under the Stars: Spiderman Homecoming,Community Based Event,Mobile Unit,Movies,General Public,95
Recreation,"Council Member Johnson, Agostino Face Paint & Send in the Clowns",05/26/2018 08:30:00 PM,Manhattan,Other,William F. Passannante Ballfield,Movies Under the Stars,Community Based Event,Mobile Unit,Movies,General Public,100
Recreation,"Imagine Nation, Historic Harlem Parks",05/25/2018 08:30:00 PM,Manhattan,Park,Marcus Garvey Park,Movies Under the Stars: Lilies of the Field,Community Based Event,Mobile Unit,Movies,General Public,40
Recreation,,05/25/2018 08:10:00 PM,Staten Island,Park,Wolfe's Pond Park,Movies Under the Stars: Despicable Me 2,Community Based Event,Mobile Unit,Movies,General Public,110
Recreation,,05/24/2018 03:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Cops VS teens,Tournament/Competition,Sport,Tier 1,Teens;#Adults;#Young Adult,16
Recreation,,05/23/2018 12:00:00 AM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Family Fun Fit Fusion,Community Based Event,Fitness,Fitness,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,125
Recreation,"Council Member Kallos, Send in the Clowns, Agostino face paint",05/11/2018 08:25:00 PM,Manhattan,Park,Carl Schurz Park,Movies Under the Stars: Ferdinand,Community Based Event,Mobile Unit,Movies,General Public,400
Recreation,,05/10/2018 08:15:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Movies Under the Stars: Selena,Community Based Event,Mobile Unit,Movies,General Public,35
Recreation,"KEEN, Penguin Random House Publishing Company.",05/23/2018 08:30:00 PM,Manhattan,Playground,Happy Warrior Playground,Movies UNder the Stars: Wonder,Community Based Event,Mobile Unit,Movies,General Public,100
Recreation,Ocean Breeze,05/18/2018 12:00:00 AM,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Movies Under the Stars: The Lego Movie,Community Based Event,Mobile Unit,Movies,General Public,50
Recreation,,05/11/2018 08:00:00 PM,Staten Island,Park,Cedar Grove Park,Movies Under the Stars: Sing,Community Based Event,Mobile Unit,Movies,General Public,150
Recreation,,05/05/2018 08:00:00 PM,Staten Island,Park,Clove Lakes Park,Movies Under the Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,175
Recreation,,05/04/2018 07:00:00 PM,Staten Island,Park,Father Macris Park,Movies Under the Stars: Angels In the Outfield,Community Based Event,Mobile Unit,Movies,General Public,50
Recreation,Bronx Recreation,06/30/2018 11:00:00 AM,Bronx,Recreation Center,Hunts Point Recreation Center/Julio Ca baseball field,Bronx Recreation Summerfest,Community Based Event,Arts/Culture,Play,Children;#Tot;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,400
