Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Audience,Attendance
Recreation,Strictly Tango,01/20/2018 06:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Milonga Dance Expo,Community Based Event,Arts/Culture,Dance,General Public,20
Recreation,The Public Theater,01/26/2018 12:00:00 AM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Thurber Theater: In Transit,Community Based Event,Performance,Music,General Public,80
Recreation,Jazz Foundation of America,06/14/2018 06:00:00 PM,Manhattan,Park,Jackie Robinson Bandshell,AC&F Jazz Concert,Community Based Event,Performance,Music,General Public,100
Recreation,,03/24/2018 12:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Easter Egg Hunt,Community Based Event,Family Festival,,General Public,642
Recreation,Strictly Tango,02/21/2018 12:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Milonga Dance Expo,Community Based Event,Arts/Culture,Dance,General Public,9
Recreation,,02/09/2018 12:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Love is in the Air Gala,Community Based Event,Arts/Culture,Dance,General Public,85
Recreation,,02/03/2018 12:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,She's On Point,Agency Produced Event,Family Festival,Fitness,General Public,404
Public Programs,Shape Up NYC,01/19/2019 10:30:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Shape Up NYC: Silent Disco,Agency Produced Event,Fitness,Fitness,Adults;#Young Adult,150
Recreation,Urban Park Rangers,11/13/2018 04:00:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Meet Local Wildlife,Community Based Event,Family Festival,Lecture/Panel/Talk,Children;#Tot,20
Recreation,,11/16/2018 05:00:00 PM,Brooklyn,Recreation Center,Red Hook Recreation Center,"Movies Under the Stars ""Family Movie night """,Community Based Event,Mobile Unit,Movies,General Public,35
Recreation,,11/16/2018 05:00:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Music Jam Session,Community Based Event,Arts/Culture,,General Public,45
Recreation,Jazz Foundation of America,11/08/2018 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,AC&F Jazz Foundation Series,Community Based Event,Arts/Culture,AC&F,General Public,60
Recreation,,11/17/2018 12:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Girls GEVA Club Volleyball Try Outs,Tournament/Competition,Sport,Tier 2,Teens,54
Urban Park Rangers,Rockaway Park Administrator,10/14/2018 12:00:00 PM,Queens,Park,Bayswater Park,Rockaway Fall Festival,Agency Produced Event,Family Festival,Fitness,General Public,500
Recreation,Queens Recreation,11/12/2018 10:00:00 AM,Queens,Other,Beach 32nd Street,Girl's Flag Football Invitational,Community Based Event,Sport,Play,Teens;#Children,80
Recreation,,11/09/2018 05:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Highbridge Paint Night,Community Based Event,Arts/Culture,AC&F,Young Adult;#Adults;#Children;#Teens;#Seniors;#General Public;#Adaptive,30
Recreation,,08/16/2018 08:00:00 PM,Queens,Park,Cunningham Park,"Movies Under the Stars ""Argo""",Community Based Event,Mobile Unit,Movies,General Public,84
Recreation,,08/22/2018 10:00:00 PM,Queens,Park,Fort Totten,"Movies Under the Stars ""Explorers""",Community Based Event,Mobile Unit,Movies,General Public,17
Recreation,,10/31/2018 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired by Tim Burton,Community Based Event,Arts/Culture,AC&F,General Public,13
Recreation,,10/30/2018 11:00:00 AM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Toddler Halloween Costume Party,Community Based Event,Family Festival,,Tot,80
Recreation,,10/20/2018 08:00:00 AM,Manhattan,Playground,Robert Moses Playground,International Pickleball Festival,Community Based Event,Sport,,General Public,94
Recreation,,10/20/2018 08:00:00 AM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Pink Celebration! Breast Cancer Awareness,Community Based Event,Family Festival,Lecture/Panel/Talk,General Public,120
Recreation,,01/24/2018 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Basketball tournament,Tournament/Competition,Sport,Tier 1,General Public,45
Recreation,Urban Park Rangers,04/22/2018 11:00:00 AM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Earth Day Event,Community Based Event,Family Festival,,General Public,210
Recreation,,10/19/2018 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Art Inspred by Jack-O-Lantern,Community Based Event,Arts/Culture,AC&F,General Public,13
Recreation,Jazz Foundation of America,10/18/2018 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,AC&F Jazz Foundation Series,Community Based Event,Arts/Culture,AC&F,General Public,55
Recreation,,10/18/2018 10:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,The Big Good Wolf Puppet Show,Community Based Event,Mobile Unit,,Children;#Tot,68
Recreation,,11/15/2018 08:00:00 AM,Manhattan,Recreation Center,Chelsea Recreation Center,Volleyball Tryouts for GEVA team,Local Event,Sport,Tier 2,General Public;#Young Adult;#Teens,33
Recreation,,10/31/2018 06:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Dodgeball Championship,Tournament/Competition,Fitness,Fitness,Young Adult;#Teens,60
Recreation,Jazz Foundation of America,11/01/2018 06:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,AC&F Jazz Foundation Series,Community Based Event,Arts/Culture,AC&F,General Public,70
Recreation,NYCares,11/01/2018 02:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Macquarie in Collaboration with NYCares Revitalizes Asser Levy,Community Based Event,Arts/Culture,,General Public,17
Recreation,,10/30/2018 06:00:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,Pumpkin Giveaway & Decoration,Community Based Event,Arts/Culture,,General Public,125
Recreation,,07/19/2018 11:00:00 AM,Manhattan,Playground,Anne Loftus Playground,Summer Festival,Community Based Event,Fitness,,Children,689
Recreation,,10/26/2018 04:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Hallowscream Fright Walk,Agency Produced Event,Family Festival,,General Public,915
Recreation,,10/27/2018 04:00:00 PM,Manhattan,Recreation Center,Chelsea Recreation Center,Hallowscream Fright Walk,Agency Produced Event,Family Festival,,General Public,1062
Recreation,Jazz Foundation of America,10/25/2018 06:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,AC&F Jazz Foundation Series,Community Based Event,Arts/Culture,AC&F,General Public,50
Recreation,,11/02/2018 04:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,Movies UnderThe Stars: Jumanji: Welcome To The Jungle,Community Based Event,Mobile Unit,Movies,General Public,18
Recreation,,11/01/2018 04:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Movies under the stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,31
Recreation,,10/31/2018 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Shocktober Carnival,Community Based Event,Arts/Culture,,Tot;#Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors,62
Public Programs,PSA#4 and The 7th Percinct,11/15/2018 12:00:00 AM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Cops & Kids Billiards & Bain Games Night,Community Based Event,Family Festival,,Children;#Young Adult;#Adults;#Teens;#General Public,25
Public Programs,,01/26/2018 06:00:00 PM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Hamilton Fish Talent Showcase,Community Based Event,Performance,,General Public;#Children;#Teens,55
Public Programs,,03/14/2018 04:00:00 PM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Teen Health Fest,Community Based Event,Academic/Out of School time,,Teens,50
Public Programs,PSA#4 & 7th Precinct,03/31/2018 12:00:00 PM,Manhattan,Other,Hamilton Fish Recreation Center,2018 Cops & Kis March Madness,Community Based Event,Sport,,General Public;#Teens;#Adults;#Young Adult;#Children,175
Public Programs,,06/14/2018 06:30:00 PM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Fathers Day Recreation Day,Community Based Event,Family Festival,Play,General Public;#Children;#Young Adult;#Adults;#Teens;#Seniors,25
Public Programs,,08/16/2018 11:15:00 AM,Manhattan,Other,Hamilton Fish Recreation Center,Old School Playground Games,Community Based Event,Family Festival,Play,General Public;#Children;#Young Adult;#Adults;#Teens;#Seniors,56
Recreation,Queens Recreation,10/27/2018 08:00:00 AM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Pickleball,Community Based Event,Sport,Play,Seniors;#Adults,48
Recreation,,10/27/2018 06:00:00 PM,Bronx,Playground,Playground 52 LII,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,10/26/2018 06:00:00 PM,Bronx,Park,Joyce Kilmer Park,Movies Under The Stars: Avenger's Infinity Wars,Community Based Event,Mobile Unit,Movies,General Public,40
Urban Park Rangers,Recreation,10/28/2018 10:00:00 AM,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Ocean Breeze Halloween Festival,Local Event,Family Festival,,General Public,183
Recreation,,10/25/2018 04:00:00 PM,Bronx,Recreation Center,Poe Park Visitor Center,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,12
Recreation,,10/25/2018 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Make Your Mark - Rooftop Painting,Agency Produced Event,Arts/Culture,AC&F,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,18
Recreation,,10/24/2018 04:00:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,30
Recreation,,10/18/2018 04:00:00 PM,Bronx,Recreation Center,West Bronx Recreation Center,Movies Under The Stars: Boss Baby,Community Based Event,Mobile Unit,Movies,General Public,20
Recreation,,10/17/2018 04:00:00 PM,Bronx,Recreation Center,Owen Dolen Recreation Center,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,15
Recreation,,10/13/2018 06:00:00 PM,Bronx,Recreation Center,St. Mary's Recreation Center,Movies Under The Stars: Into The Woods,Community Based Event,Mobile Unit,Movies,General Public,14
Recreation,,10/20/2018 07:00:00 PM,Brooklyn,Recreation Center,McCarren Play Center,"Movies Under the Stars "" Goosebumps """,Community Based Event,Mobile Unit,Movies,General Public,50
Recreation,,10/20/2018 07:00:00 PM,Brooklyn,Park,Dyker Beach Park,"Movies Under the Stars ""Hotel Translvania 3""",Community Based Event,Mobile Unit,Movies,General Public,130
Recreation,,10/19/2018 07:00:00 PM,Brooklyn,Park,John Paul Jones Park,"Movies Under the Stars "" A Quiet Place""",Community Based Event,Mobile Unit,Movies,General Public,40
Recreation,,10/19/2018 07:00:00 PM,Brooklyn,Park,Cooper Park,"Movies Under the Stars "" Invasion of the Body Snatchers""",Community Based Event,Mobile Unit,Movies,General Public,20
Recreation,,10/15/2018 07:00:00 PM,Brooklyn,Park,Sunset Park,"Movies Under the Stars "" The Babadook""",Community Based Event,Mobile Unit,Movies,General Public,15
Recreation,,10/14/2018 07:00:00 PM,Brooklyn,Park,Maria Hernandez Park,"Movie Under the Stars "" La leyendra Del Chupacabra """,Community Based Event,Mobile Unit,Movies,General Public,30
Public Programs,Central Recreation,07/06/2018 04:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Taikoza Drummers Concert,Local Event,Arts/Culture,AC&F,Teens;#Young Adult;#Children;#Adults;#Seniors;#General Public,93
Public Programs,Central Recreation,06/02/2018 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,City Stompers Square Dance Concert,Local Event,Arts/Culture,Dance,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors,83
Recreation,,04/13/2018 12:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,Neon Glow Fitness Party,Community Based Event,Fitness,Fitness,Young Adult;#Adults;#Seniors;#General Public,70
Recreation,,02/09/2018 04:45:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Glow in the Dark Paint Night Valentines Special,Community Based Event,Arts/Culture,,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,101
Recreation,,01/05/2018 04:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,5 hour-Neon Glow Fitness Challenge,Local Event,Fitness,Fitness,Adults;#Young Adult;#Seniors;#General Public,30
Recreation,,06/23/2018 10:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,Family Field  & Play Day,Community Based Event,Family Festival,Play,General Public,90
Recreation,City Parks Foundation,10/18/2018 10:30:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,The Big Good Wolf Puppet Mobile,Local Event,Mobile Unit,Play,Children;#Adults;#Young Adult;#Tot,68
Recreation,,10/19/2018 04:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired you: Egar Allan Poe: Glow in the Dark Paint Night Halloween Special,Community Based Event,Arts/Culture,AC&F,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,60
Recreation,,10/20/2018 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Fall Fit Family Day,Local Event,Fitness,Fitness,Tot;#Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive,42
Recreation,,10/06/2018 11:00:00 AM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Recreation Day Games,Local Event,Mobile Unit,Play,General Public,41
Recreation,,03/23/2018 05:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Spring Danceathon,Community Based Event,Fitness,,Adults;#Young Adult;#Seniors,42
Recreation,Alvin Ailey Extension,10/13/2018 06:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,AC&F NYC Style Mambo,Local Event,Fitness,Dance,General Public,49
Recreation,,08/10/2018 03:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,JHW Field Day,Community Based Event,Sport,,Children,20
Recreation,,09/21/2018 06:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Line Dancing for Fun and Fitness,Community Based Event,Fitness,Dance,Adults;#Young Adult;#Seniors,11
Recreation,Jose llopiz,10/19/2018 05:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Breast Cancer Awareness Day,Community Based Event,Sport,,Teens;#Young Adult;#Children;#Adults;#Seniors;#General Public,96
Recreation,,10/13/2018 07:30:00 PM,Manhattan,Park,Robert Moses Park,Movies Under the Stars - Hotel Transylvania 3,Community Based Event,Mobile Unit,Movies,General Public,65
Recreation,Alvin Ailey Extension,10/13/2018 01:00:00 PM,Manhattan,Park,J. Hood Wright Park,Ailey Extention: NY Mambo,Community Based Event,Arts/Culture,AC&F,General Public,49
Recreation,Lorenz Dance School & Ailey Extention,10/13/2018 10:00:00 AM,Manhattan,Park,J. Hood Wright Park,Hispanic Heritage Month Celebration,Community Based Event,Arts/Culture,,General Public,256
Recreation,,10/12/2018 07:30:00 PM,Manhattan,Park,Morningside Park,Movies Under the Stars - Biography Frederick Douglass,Community Based Event,Mobile Unit,Movies,General Public,17
Recreation,,11/16/2018 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired By... Faith Ringgold,Community Based Event,Arts/Culture,,General Public,12
Recreation,,10/06/2018 07:00:00 PM,Brooklyn,Park,Cooper Park,"Movies Under the Stars "" The Avengers Infinity War""",Community Based Event,Mobile Unit,Movies,General Public,80
Recreation,,10/07/2018 07:00:00 PM,Brooklyn,Park,Kelly Park,"Movies Under the Stars "" Little Shop of Horror""",Community Based Event,Mobile Unit,Movies,General Public,105
Recreation,,10/05/2018 07:00:00 PM,Brooklyn,Park,Herbert Von King Park,"Movies Under the Stars "" White Knuckle / Scary Movie """,Community Based Event,Mobile Unit,Movies,General Public,115
Recreation,,10/13/2018 07:00:00 PM,Brooklyn,Park,Sunset Park,"Movies Under the Stars "" The Vampire Cleanup Deptarment """,Community Based Event,Mobile Unit,Movies,General Public,20
Recreation,,10/12/2018 07:00:00 PM,Brooklyn,Park,Fort Greene Park,"Movies Under the Stars "" Get Out """,Community Based Event,Mobile Unit,Movies,General Public,80
Recreation,,10/10/2018 07:00:00 PM,Brooklyn,Park,Msgr. McGolrick Park,"Movies Under the Stars "" Let the Right one in""",Community Based Event,Mobile Unit,Movies,General Public,50
Urban Park Rangers,Wildlife NYC,10/13/2018 11:00:00 AM,Staten Island,Park,Conference House Park,Deer Awareness Fair,Agency Produced Event,Family Festival,Lecture/Panel/Talk,General Public,53
Recreation,,10/11/2018 12:00:00 AM,Bronx,Recreation Center,St. Mary's Recreation Center,Movies Under The Stars: Wonder,Community Based Event,Mobile Unit,Movies,General Public,25
Recreation,,10/10/2018 04:00:00 PM,Bronx,Recreation Center,Hunts Point Recreation Center,Movies Under The Stars: Honey I Shrunk The Kids,Community Based Event,Mobile Unit,Movies,General Public,26
Recreation,,10/06/2018 06:30:00 PM,Bronx,Playground,Zimmerman Playground,Movies Under The Stars: Maleficent,Community Based Event,Mobile Unit,Movies,General Public,30
Recreation,,10/19/2018 06:00:00 PM,Bronx,Recreation Center,Owen Dolen Recreation Center,Hispanic Heritage Celebration,Local Event,Family Festival,,Children;#Adults;#Seniors;#Young Adult;#Adaptive;#Teens;#General Public,100
Recreation,,10/30/2018 12:00:00 PM,Bronx,Recreation Center,Owen Dolen Recreation Center,Senior's Halloweenie Party,Local Event,Family Festival,,Seniors,15
Recreation,,10/11/2018 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Make Your Mark - Rooftop Painting,Agency Produced Event,Arts/Culture,AC&F,Young Adult;#Adults;#Adaptive;#Seniors;#General Public,8
Recreation,,09/29/2018 07:30:00 PM,Staten Island,Park,Cedar Grove,Movies Under the Stars: Lady and the Tramp,Community Based Event,Mobile Unit,Movies,General Public,15
Recreation,,09/29/2018 07:30:00 PM,Staten Island,Park,The Big Park,Movies Under the Stars: Avengers Infinity War,Community Based Event,Mobile Unit,Movies,General Public,75
Recreation,,09/28/2018 07:30:00 PM,Staten Island,Other,Timoshenko,Movies Under the Stars: Jurassic World:The Fallen Kingdom,Community Based Event,Mobile Unit,Movies,General Public,15
Recreation,,09/22/2018 07:30:00 PM,Staten Island,Park,Westerleigh Park,,Community Based Event,Mobile Unit,Movies,General Public,90
Recreation,,09/22/2018 07:30:00 PM,Staten Island,Park,Willowbrook Park,Movies Under the Stars: Rampage,Community Based Event,Mobile Unit,Movies,General Public,90
Recreation,Council Member Donovan Richards,10/06/2018 12:00:00 PM,Queens,Park,Brookville Park,Brookville Fall Festival,Community Based Event,Family Festival,Play,Tot;#Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public,400
Recreation,,10/06/2018 08:00:00 PM,Queens,Recreation Center,A.R.R.O.W.,"Movies Under the Stars ""Jumanji""",Community Based Event,Mobile Unit,Movies,General Public,48
Recreation,,10/06/2018 07:30:00 AM,Manhattan,Park,Thomas Jefferson Park,Movies Under the Stars - Black Panther,Community Based Event,Mobile Unit,Movies,General Public,32
Recreation,Alvin Ailey Extension,10/06/2018 02:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Alvin Ailey Extention: Samba,Community Based Event,Arts/Culture,AC&F,General Public,40
Recreation,The Public Theater,10/05/2018 06:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,The Public Theater: A Midsummer Night's Dream,Community Based Event,Mobile Unit,AC&F,General Public,95
Recreation,,03/28/2018 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By... Carrie Mae Wims,Agency Produced Event,Arts/Culture,AC&F,General Public,31
Recreation,,10/05/2018 07:30:00 PM,Manhattan,Park,Jackie Robinson Park,Movies Under the Stars - Purple Dreams,Community Based Event,Mobile Unit,Movies,General Public,69
Recreation,,10/02/2018 07:30:00 PM,Manhattan,Playground,Raoul Wallemberg Playground,Movies Under the Stars - The Boxtrolls,Community Based Event,Mobile Unit,Movies,General Public,16
Urban Park Rangers,,09/30/2018 11:00:00 AM,Staten Island,Park,Freshkills Park,Freshkills Discover Day,Community Based Event,Family Festival,,Tot;#Children;#Young Adult;#Adults;#Teens;#General Public,76
Recreation,,10/05/2018 06:30:00 PM,Bronx,Park,Crotona Park,Movies Under The Stars: Boss Baby,Community Based Event,Mobile Unit,Movies,General Public,40
Recreation,,10/04/2018 06:30:00 PM,Bronx,Recreation Center,West Bronx Recreation Center,Movies Under The Stars: A Wrinkle In Time,Community Based Event,Mobile Unit,Movies,General Public,31
Recreation,,10/03/2018 04:00:00 PM,Bronx,Recreation Center,St. James Recreation Center,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,60
Recreation,,10/05/2018 08:00:00 PM,Queens,Park,Kissena Corridor,"Movies Under the Stars ""Coco""",Community Based Event,Mobile Unit,Movies,General Public,107
Recreation,,09/22/2018 08:00:00 PM,Queens,Playground,Astoria Heights,"Movies Under the Stars ""Moana""",Community Based Event,Mobile Unit,Movies,General Public,153
Recreation,,09/21/2018 08:00:00 PM,Queens,Park,Bayside Fields,"Movies Under the Stars ""Wonder""",Community Based Event,Mobile Unit,Movies,General Public,52
Recreation,,10/04/2018 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Make Your Mark - Rooftop Painting,Agency Produced Event,Arts/Culture,AC&F,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,27
Recreation,,09/26/2018 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By... Chuck Close,Community Based Event,Arts/Culture,,General Public,16
Recreation,,09/29/2018 07:30:00 PM,Manhattan,Playground,Samuel Seabury Playground,Movies Under the Stars - Ready Player One,Community Based Event,Mobile Unit,Movies,General Public,133
Recreation,Harlem Dacne Society; Harlem Renaissance Orchestra,09/29/2018 05:00:00 PM,Manhattan,Park,Marcus Garvey Park,Tonight We Dance: Jazz & Swing,Community Based Event,Arts/Culture,Dance,General Public,336
Recreation,Council Member Ben Kallos,09/29/2018 12:00:00 PM,Manhattan,Park,St. Catherine's Park,Family Fun Day,Community Based Event,Family Festival,,General Public,858
Recreation,,09/28/2018 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Art Inspired By... Raphael Perez,Community Based Event,Arts/Culture,,General Public,21
Recreation,,09/28/2018 07:30:00 PM,Manhattan,Park,Fort Tryon Park,Movies Under the Stars - The Princess Bride,Community Based Event,Mobile Unit,Movies,General Public,140
Recreation,,09/27/2018 07:30:00 PM,Manhattan,Playground,Playground One,Movies Under the Stars - The Lego NinjaGo Movie,Community Based Event,Mobile Unit,Movies,General Public,111
Recreation,,09/28/2018 06:00:00 PM,Manhattan,Recreation Center,Recreation Center 54,The Beauty of Art Festival,Community Based Event,Arts/Culture,,General Public,150
Recreation,,10/31/2018 08:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Toddler Halloween Parade,Community Based Event,Family Festival,,Tot;#Children,70
Recreation,,09/24/2018 09:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Public Theatre's Sweat: Mobile Unit National,Community Based Event,Arts/Culture,AC&F,General Public,130
Recreation,,09/21/2018 07:30:00 PM,Staten Island,Playground,Naples Playground,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,250
Recreation,,09/21/2018 07:30:00 PM,Staten Island,Park,Seaside Wildlife Nature Park,Movies Under the Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,100
Recreation,,09/15/2018 08:00:00 PM,Staten Island,Park,Clove Lakes Park,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,55
Recreation,,09/15/2018 08:00:00 PM,Staten Island,Park,Willowbrook Park,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,10
Recreation,,09/14/2018 12:00:00 AM,Staten Island,Other,Snug Harbor Cultural Center,Movies Under the Stars: The Black Monk,Community Based Event,Mobile Unit,Movies,General Public,25
Recreation,,09/14/2018 08:00:00 PM,Staten Island,Park,Bloomingdale Park,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,70
Recreation,,09/07/2018 08:00:00 PM,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,15
Recreation,,09/01/2018 12:00:00 AM,Staten Island,Park,Clove Lakes Park,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,75
Recreation,,09/01/2018 08:00:00 PM,Staten Island,Other,Cedar Grove Meadow,Movies Under the Stars: A League Of their Own,Community Based Event,Mobile Unit,Movies,General Public,10
Recreation,,09/29/2018 06:40:00 PM,Bronx,Playground,Stars & Stripes Playground,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,38
Recreation,,09/28/2018 07:00:00 PM,Bronx,Park,St. James Park,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,50
Recreation,,09/28/2018 07:00:00 PM,Bronx,Park,Virginia Park,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,65
Recreation,,10/31/2018 06:00:00 PM,Manhattan,Recreation Center,Thomas Jefferson Recreation Center,Museum of Horrors,Open House,Arts/Culture,Play,Children;#Young Adult;#Adults;#Teens;#Tot,200
Recreation,,10/19/2018 04:00:00 PM,Manhattan,Park,Thomas Jefferson Park,Teen Fitness Gauntlet,Tournament/Competition,Sport,,Teens,40
Public Programs,Westchester Square B.I.D.,10/31/2018 06:00:00 PM,Bronx,Recreation Center,Owen Dolen Recreation Center,Halloween Event,Agency Produced Event,Family Festival,Music,Children;#Tot;#Teens,500
Recreation,,09/30/2018 07:00:00 PM,Brooklyn,Park,Herbert Von King Park,"Movies Under the Stars ""City of God""",Community Based Event,Mobile Unit,Movies,General Public,65
Recreation,,09/29/2018 07:00:00 PM,Brooklyn,Park,Fort Greene Park,"Movies Under the Stars "" Coco""",Community Based Event,Mobile Unit,Movies,General Public,350
Urban Park Rangers,Urban Park Rangers,09/29/2018 12:00:00 PM,Manhattan,Park,Fort Washington Park,Little Red Lighthouse Festival,Community Based Event,Family Festival,,Children;#Tot;#Young Adult;#Adults;#Teens;#Seniors;#General Public,450
Recreation,,09/27/2018 06:40:00 PM,Bronx,Other,River Park,Movies Under The Stars: Ferdinand,Community Based Event,Mobile Unit,Movies,General Public,5
Recreation,,09/21/2018 07:00:00 PM,Bronx,Park,Ferry Point Park,Movies Under The Stars: The Greatest Showman,Community Based Event,Mobile Unit,Movies,General Public,0
Recreation,,09/27/2018 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Make Your Mark - Rooftop Painting,Agency Produced Event,Arts/Culture,AC&F,General Public,10
Recreation,,09/22/2018 07:00:00 PM,Brooklyn,Park,Msgr. McGolrick Park,"Movies Under the Stars ""Captain Underpants""",Community Based Event,Mobile Unit,Movies,General Public,200
Recreation,,09/21/2018 07:00:00 PM,Brooklyn,Park,Maria Hernandez Park,"Movies Under the Stars 'Sangre de mi Sangre""",Community Based Event,Mobile Unit,Movies,General Public,130
Recreation,,09/20/2018 07:00:00 PM,Brooklyn,Recreation Center,McCarren Play Center,"Movies Under the Stars "" Frida""",Community Based Event,Mobile Unit,Movies,General Public,80
Recreation,,09/19/2018 07:00:00 PM,Brooklyn,Park,50 Kent St,"Movies Under the Stars "" Napolean Dynamite""",Community Based Event,Mobile Unit,Movies,General Public,250
Recreation,,09/16/2018 07:00:00 PM,Manhattan,Park,Randall's Island Park,"Movies Under the Stars "" The Lego Batman Movie""",Community Based Event,Mobile Unit,Movies,General Public,50
